Start,End,Duration (hours),Date,Event,Beaufort land-wind scale,No. customers affected
02/07/2024,02/07/2024 09:00,0.75,,,,
02/07/2024,02/07/2024 13:00,3.75,,,,
02/07/2024,02/07/2024 14:00,0.75,,,,
02/07/2024,02/07/2024 15:00,0.75,,,,
05/07/2024,05/07/2024 08:00,1,,,,
05/07/2024,05/07/2024 09:00,0.75,,,,
05/07/2024,05/07/2024 10:00,0.75,,,,
05/07/2024,05/07/2024 11:00,0.75,,,,
05/07/2024,05/07/2024 12:00,0.75,,,,
05/07/2024,05/07/2024 13:00,0.75,,,,
05/07/2024,05/07/2024 14:00,0.75,,,,
05/07/2024,05/07/2024 15:00,0.75,,,,
05/07/2024,05/07/2024 16:00,0.75,,,,
05/07/2024,05/07/2024 17:00,0.75,,,,
05/07/2024,05/07/2024 18:00,0.75,,,,
05/07/2024,05/07/2024 19:00,0.75,,,,
05/07/2024,05/07/2024 20:00,0.75,,,,
05/07/2024,05/07/2024 21:00,0.75,,,,
05/07/2024,05/07/2024 22:00,0.75,,,,
05/07/2024,05/07/2024 23:00,0.75,,,,
07/07/2024,07/07/2024 10:00,1,,,,
07/07/2024,07/07/2024 11:00,0.75,,,,
07/07/2024,07/07/2024 12:00,0.75,,,,
07/07/2024,07/07/2024 13:00,0.75,,,,
07/07/2024,07/07/2024 14:00,0.75,,,,
07/07/2024,07/07/2024 15:00,0.75,,,,
07/07/2024,07/07/2024 19:00,0.75,,,,
07/07/2024,07/07/2024 20:00,0.75,,,,
07/07/2024,07/07/2024 21:00,0.75,,,,
07/07/2024,07/07/2024 22:00,0.75,,,,
07/07/2024,07/07/2024 23:00,0.75,,,,
07/07/2024,08/07/2024 00:00,0.75,,,,
08/07/2024,08/07/2024 04:00,1,,,,
08/07/2024,08/07/2024 05:00,0.75,,,,
08/07/2024,08/07/2024 07:00,1.75,,,,
08/07/2024,08/07/2024 08:00,0.75,,,,
08/07/2024,08/07/2024 15:00,6.75,,,,
08/07/2024,08/07/2024 16:00,0.75,,,,
08/07/2024,08/07/2024 17:00,0.75,,,,
08/07/2024,08/07/2024 18:00,0.75,,,,
08/07/2024,08/07/2024 19:00,0.75,,,,
08/07/2024,08/07/2024 20:00,0.75,,,,
08/07/2024,08/07/2024 21:00,0.75,,,,
08/07/2024,08/07/2024 22:00,0.75,,,,
08/07/2024,08/07/2024 23:00,0.75,,,,
08/07/2024,09/07/2024 00:00,0.75,,,,
09/07/2024,09/07/2024 09:00,1,,,,
09/07/2024,09/07/2024 11:00,1.75,,,,
09/07/2024,09/07/2024 12:00,0.75,,,,
09/07/2024,09/07/2024 13:00,0.75,,,,
09/07/2024,09/07/2024 14:00,0.75,,,,
09/07/2024,09/07/2024 15:00,0.75,,,,
09/07/2024,09/07/2024 16:00,0.75,,,,
09/07/2024,09/07/2024 17:00,0.75,,,,
09/07/2024,09/07/2024 18:00,0.75,,,,
09/07/2024,09/07/2024 19:00,0.75,,,,
09/07/2024,09/07/2024 20:00,0.75,,,,
09/07/2024,09/07/2024 21:00,0.75,,,,
09/07/2024,09/07/2024 22:00,0.75,,,,
09/07/2024,09/07/2024 23:00,0.75,,,,
11/07/2024,11/07/2024 09:00,1,,,,
11/07/2024,11/07/2024 10:00,0.75,,,,
11/07/2024,11/07/2024 11:00,0.75,,,,
11/07/2024,11/07/2024 12:00,0.75,,,,
11/07/2024,11/07/2024 13:00,0.75,,,,
11/07/2024,11/07/2024 14:00,0.75,,,,
11/07/2024,11/07/2024 15:00,0.75,,,,
12/07/2024,12/07/2024 08:00,1,,,,
12/07/2024,12/07/2024 09:00,0.75,,,,
12/07/2024,12/07/2024 10:00,0.75,,,,
12/07/2024,12/07/2024 11:00,0.75,,,,
12/07/2024,12/07/2024 12:00,0.75,,,,
12/07/2024,12/07/2024 18:00,5.75,,,,
12/07/2024,12/07/2024 19:00,0.75,,,,
12/07/2024,12/07/2024 20:00,0.75,,,,
12/07/2024,12/07/2024 21:00,0.75,,,,
12/07/2024,12/07/2024 22:00,0.75,,,,
12/07/2024,12/07/2024 23:00,0.75,,,,
12/07/2024,13/07/2024 00:00,0.75,,,,
13/07/2024,13/07/2024 01:00,0.75,,,,
13/07/2024,13/07/2024 02:00,0.75,,,,
13/07/2024,13/07/2024 03:00,0.75,,,,
13/07/2024,13/07/2024 04:00,0.75,,,,
13/07/2024,13/07/2024 05:00,0.75,,,,
13/07/2024,13/07/2024 06:00,0.75,,,,
13/07/2024,13/07/2024 07:00,0.75,,,,
13/07/2024,13/07/2024 08:00,0.75,,,,
13/07/2024,13/07/2024 09:00,0.75,,,,
13/07/2024,13/07/2024 10:00,0.75,,,,
13/07/2024,13/07/2024 11:00,0.75,,,,
13/07/2024,13/07/2024 12:00,0.75,,,,
13/07/2024,13/07/2024 13:00,0.75,,,,
13/07/2024,13/07/2024 14:00,0.75,,,,
13/07/2024,13/07/2024 15:00,0.75,,,,
13/07/2024,13/07/2024 16:00,0.75,,,,
13/07/2024,13/07/2024 17:00,0.75,,,,
13/07/2024,13/07/2024 18:00,0.75,,,,
13/07/2024,13/07/2024 19:00,0.75,,,,
13/07/2024,13/07/2024 20:00,0.75,,,,
13/07/2024,13/07/2024 21:00,0.75,,,,
13/07/2024,13/07/2024 22:00,0.75,,,,
13/07/2024,13/07/2024 23:00,0.75,,,,
13/07/2024,14/07/2024 00:00,0.75,,,,
14/07/2024,14/07/2024 01:00,0.75,,,,
14/07/2024,14/07/2024 04:00,1,,,,
14/07/2024,14/07/2024 05:00,0.75,,,,
14/07/2024,14/07/2024 06:00,0.75,,,,
14/07/2024,14/07/2024 07:00,0.75,,,,
14/07/2024,14/07/2024 08:00,0.75,,,,
14/07/2024,14/07/2024 09:00,0.75,,,,
14/07/2024,14/07/2024 10:00,0.75,,,,
14/07/2024,14/07/2024 11:00,0.75,,,,
14/07/2024,14/07/2024 12:00,0.75,,,,
14/07/2024,14/07/2024 13:00,0.75,,,,
14/07/2024,14/07/2024 14:00,0.75,,,,
14/07/2024,14/07/2024 15:00,0.75,,,,
14/07/2024,14/07/2024 16:00,0.75,,,,
14/07/2024,14/07/2024 17:00,0.75,,,,
14/07/2024,14/07/2024 18:00,0.75,,,,
14/07/2024,14/07/2024 19:00,0.75,,,,
14/07/2024,14/07/2024 20:00,0.75,,,,
14/07/2024,14/07/2024 21:00,0.75,,,,
14/07/2024,14/07/2024 23:00,1.75,,,,
14/07/2024,15/07/2024 00:00,0.75,,,,
15/07/2024,15/07/2024 01:00,0.75,,,,
15/07/2024,15/07/2024 09:00,0.75,,,,
15/07/2024,15/07/2024 10:00,0.75,,,,
15/07/2024,15/07/2024 23:00,12.75,,,,
15/07/2024,16/07/2024 00:00,0.75,,,,
16/07/2024,16/07/2024 01:00,0.75,,,,
16/07/2024,16/07/2024 09:00,1,,,,
16/07/2024,16/07/2024 10:00,0.75,,,,
16/07/2024,16/07/2024 11:00,0.75,,,,
16/07/2024,16/07/2024 12:00,0.75,,,,
16/07/2024,16/07/2024 13:00,0.75,,,,
16/07/2024,16/07/2024 14:00,0.75,,,,
16/07/2024,16/07/2024 15:00,0.75,,,,
16/07/2024,16/07/2024 18:00,1,,,,
16/07/2024,16/07/2024 19:00,0.75,,,,
16/07/2024,16/07/2024 20:00,0.75,,,,
16/07/2024,16/07/2024 21:00,0.75,,,,
16/07/2024,16/07/2024 22:00,0.75,,,,
16/07/2024,16/07/2024 23:00,0.75,,,,
16/07/2024,17/07/2024 00:00,0.75,,,,
17/07/2024,17/07/2024 01:00,0.75,,,,
17/07/2024,17/07/2024 10:00,1,,,,
18/07/2024,18/07/2024 18:00,1,,,,
18/07/2024,18/07/2024 19:00,0.75,,,,
18/07/2024,18/07/2024 20:00,0.75,,,,
18/07/2024,18/07/2024 21:00,0.75,,,,
18/07/2024,18/07/2024 22:00,0.75,,,,
18/07/2024,18/07/2024 23:00,0.75,,,,
18/07/2024,19/07/2024 00:00,0.75,,,,
19/07/2024,19/07/2024 09:00,1,,,,
19/07/2024,19/07/2024 12:00,2.75,,,,
19/07/2024,19/07/2024 13:00,0.75,,,,
19/07/2024,19/07/2024 14:00,0.75,,,,
19/07/2024,19/07/2024 15:00,0.75,,,,
22/07/2024,22/07/2024 09:00,1,,,,
22/07/2024,22/07/2024 13:00,3.75,,,,
22/07/2024,22/07/2024 14:00,0.75,,,,
22/07/2024,22/07/2024 15:00,0.75,,,,
22/07/2024,22/07/2024 16:00,0.75,,,,
22/07/2024,22/07/2024 17:00,0.75,,,,
22/07/2024,22/07/2024 18:00,0.75,,,,
22/07/2024,22/07/2024 19:00,0.75,,,,
22/07/2024,22/07/2024 20:00,0.75,,,,
23/07/2024,23/07/2024 08:00,1,,,,
23/07/2024,24/07/2024 00:00,15.75,,,,
24/07/2024,24/07/2024 01:00,0.75,,,,
24/07/2024,24/07/2024 09:00,1,,,,
24/07/2024,24/07/2024 11:00,1.75,,,,
25/07/2024,25/07/2024 12:00,1,,,,
26/07/2024,26/07/2024 10:00,1,,,,
26/07/2024,26/07/2024 11:00,0.75,,,,
26/07/2024,26/07/2024 12:00,0.75,,,,
26/07/2024,26/07/2024 21:00,1,,,,
26/07/2024,26/07/2024 22:00,0.75,,,,
26/07/2024,26/07/2024 23:00,0.75,,,,
26/07/2024,27/07/2024 00:00,0.75,,,,
27/07/2024,27/07/2024 10:00,1,,,,
27/07/2024,27/07/2024 11:00,0.75,,,,
27/07/2024,27/07/2024 13:00,1,,,,
27/07/2024,27/07/2024 14:00,0.75,,,,
27/07/2024,27/07/2024 23:00,1,,,,
27/07/2024,28/07/2024 00:00,0.75,,,,
28/07/2024,28/07/2024 04:00,1,,,,
28/07/2024,28/07/2024 05:00,0.75,,,,
28/07/2024,28/07/2024 06:00,0.75,,,,
28/07/2024,28/07/2024 07:00,0.75,,,,
28/07/2024,28/07/2024 08:00,0.75,,,,
28/07/2024,28/07/2024 09:00,0.75,,,,
28/07/2024,28/07/2024 10:00,0.75,,,,
28/07/2024,28/07/2024 11:00,0.75,,,,
28/07/2024,28/07/2024 12:00,0.75,,,,
28/07/2024,28/07/2024 13:00,0.75,,,,
28/07/2024,28/07/2024 14:00,0.75,,,,
28/07/2024,28/07/2024 20:00,1,,,,
28/07/2024,28/07/2024 22:00,1.75,,,,
28/07/2024,28/07/2024 23:00,0.75,,,,
28/07/2024,29/07/2024 00:00,0.75,,,,
29/07/2024,29/07/2024 08:00,1,,,,
29/07/2024,29/07/2024 09:00,0.75,,,,
29/07/2024,29/07/2024 12:00,2.75,,,,
29/07/2024,29/07/2024 13:00,0.75,,,,
29/07/2024,29/07/2024 14:00,0.75,,,,
29/07/2024,29/07/2024 15:00,0.75,,,,
29/07/2024,29/07/2024 16:00,0.75,,,,
29/07/2024,29/07/2024 17:00,0.75,,,,
29/07/2024,29/07/2024 18:00,0.75,,,,
29/07/2024,30/07/2024 00:00,5.75,,,,
30/07/2024,30/07/2024 01:00,0.75,,,,
04/09/2024,04/09/2024 09:00,1,,,,
04/09/2024,04/09/2024 10:00,0.75,,,,
04/09/2024,04/09/2024 11:00,0.75,,,,
04/09/2024,04/09/2024 20:00,1,,,,
04/09/2024,04/09/2024 21:00,0.75,,,,
04/09/2024,04/09/2024 22:00,0.75,,,,
04/09/2024,04/09/2024 23:00,0.75,,,,
,,,20/10/2024,Ashley,Storm,
