Start Date,End Date,Duration (hours),Max Temperature (C),Min Temperature (C),Mean Wind Speed (knot),Global Radiation (j/cm sq.),Relative Humidity (%),Max Temperarture Rarity,Min Temperature Rarity,Mean Wind Speed Rarity,Global Radiation Rarity,Relative Humidity Rarity
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,01/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
01/06/2024,02/06/2024,0.75,18.66,7.66,5.84,2568.4,75.2,1.684,4.534,2.185,0.196,1.278
06/06/2024,06/06/2024,1,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,2.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,1,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,06/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
06/06/2024,07/06/2024,0.75,15.44,7.02,7.42,2077.2,71.4,4.084,4.973,4.058,0.785,0.526
07/06/2024,07/06/2024,0.75,16.62,8.14,8.74,1690.8,75.6,3.249,4.163,4.453,1.825,1.404
11/06/2024,11/06/2024,1,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,11/06/2024,1,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,11/06/2024,0.75,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,11/06/2024,0.75,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,11/06/2024,0.75,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,11/06/2024,0.75,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
11/06/2024,12/06/2024,0.75,15.4,5.54,6.5,2016.8,69.4,4.105,3.813,2.976,0.907,0.297
12/06/2024,12/06/2024,1,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
12/06/2024,12/06/2024,0.75,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
12/06/2024,12/06/2024,0.75,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
12/06/2024,12/06/2024,0.75,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
12/06/2024,12/06/2024,0.75,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
12/06/2024,12/06/2024,0.75,16.52,5.3,5.58,2203,70.2,3.32,3.633,1.858,0.606,0.368
19/06/2024,19/06/2024,1,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
19/06/2024,19/06/2024,0.75,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
19/06/2024,19/06/2024,0.75,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
19/06/2024,19/06/2024,0.75,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
19/06/2024,19/06/2024,0.75,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
19/06/2024,19/06/2024,1,18.74,5.72,5.22,2807.6,70.4,1.631,3.956,1.46,0.065,0.394
20/06/2024,20/06/2024,1,19.56,9.36,7.14,1882.6,78,1.139,3.265,3.75,1.246,2.36
20/06/2024,20/06/2024,0.75,19.56,9.36,7.14,1882.6,78,1.139,3.265,3.75,1.246,2.36
20/06/2024,20/06/2024,0.75,19.56,9.36,7.14,1882.6,78,1.139,3.265,3.75,1.246,2.36
20/06/2024,20/06/2024,0.75,19.56,9.36,7.14,1882.6,78,1.139,3.265,3.75,1.246,2.36
20/06/2024,20/06/2024,0.75,19.56,9.36,7.14,1882.6,78,1.139,3.265,3.75,1.246,2.36
23/06/2024,23/06/2024,1,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,1,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,23/06/2024,0.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
23/06/2024,24/06/2024,1.75,20.78,12.28,5.94,2470,76.4,0.6,1.078,2.309,0.273,1.7
24/06/2024,24/06/2024,1,22.6,14.86,7.12,1894.6,81.4,0.223,0.119,3.719,1.204,4.224
24/06/2024,24/06/2024,0.75,22.6,14.86,7.12,1894.6,81.4,0.223,0.119,3.719,1.204,4.224
24/06/2024,24/06/2024,0.75,22.6,14.86,7.12,1894.6,81.4,0.223,0.119,3.719,1.204,4.224
25/06/2024,25/06/2024,1,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,1,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,6.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,25/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
25/06/2024,26/06/2024,0.75,18.9,12.08,5.94,1253,84.8,1.541,1.182,2.309,3.398,3.802
26/06/2024,26/06/2024,0.75,20.68,10.06,8.32,1660.2,76.4,0.636,2.763,4.889,1.953,1.7
29/06/2024,29/06/2024,1,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
29/06/2024,29/06/2024,0.75,16.74,9.72,6.68,1355.8,86,3.171,3.012,3.18,3.029,3.095
02/07/2024,02/07/2024,1,17.64,9.56,7.12,1433.2,74.2,2.422,3.119,3.719,2.705,1.022
02/07/2024,02/07/2024,0.75,17.64,9.56,7.12,1433.2,74.2,2.422,3.119,3.719,2.705,1.022
02/07/2024,02/07/2024,3.75,17.64,9.56,7.12,1433.2,74.2,2.422,3.119,3.719,2.705,1.022
02/07/2024,02/07/2024,0.75,17.64,9.56,7.12,1433.2,74.2,2.422,3.119,3.719,2.705,1.022
02/07/2024,02/07/2024,0.75,17.64,9.56,7.12,1433.2,74.2,2.422,3.119,3.719,2.705,1.022
05/07/2024,05/07/2024,1,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
05/07/2024,05/07/2024,0.75,16.54,9.18,7.14,1709.4,76.6,3.3,3.437,3.75,1.76,1.776
07/07/2024,07/07/2024,1,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,07/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
07/07/2024,08/07/2024,0.75,17.36,9.56,4.12,2059,79.8,2.631,3.119,0.445,0.841,3.287
08/07/2024,08/07/2024,1,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,1.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,6.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,08/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
08/07/2024,09/07/2024,0.75,18.26,7.24,5.48,2362.4,77.8,1.935,4.846,1.727,0.386,2.26
09/07/2024,09/07/2024,1,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,1.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
09/07/2024,09/07/2024,0.75,16.36,11.56,8.24,763.4,86.4,3.468,1.519,4.96,4.593,2.875
11/07/2024,11/07/2024,1,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
11/07/2024,11/07/2024,0.75,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
11/07/2024,11/07/2024,0.75,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
11/07/2024,11/07/2024,0.75,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
11/07/2024,11/07/2024,0.75,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
11/07/2024,11/07/2024,0.75,17.44,10.76,9.54,1746.2,75.4,2.576,2.152,3.637,1.62,1.341
12/07/2024,12/07/2024,1,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,5.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,12/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
12/07/2024,13/07/2024,0.75,17.02,10.86,6.68,1376.2,76.6,2.889,2.055,3.18,2.94,1.776
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,13/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
13/07/2024,14/07/2024,0.75,19.62,11.22,4.46,1883.8,81,1.096,1.788,0.719,1.231,3.989
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,1,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,14/07/2024,1.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
14/07/2024,15/07/2024,0.75,19.36,10.52,3.52,1684.4,82.4,1.235,2.365,0.122,1.849,4.759
15/07/2024,15/07/2024,0.75,17.74,10.1,4.52,1295.6,85.6,2.32,2.718,0.772,3.231,3.332
15/07/2024,15/07/2024,0.75,17.74,10.1,4.52,1295.6,85.6,2.32,2.718,0.772,3.231,3.332
15/07/2024,15/07/2024,0.75,17.74,10.1,4.52,1295.6,85.6,2.32,2.718,0.772,3.231,3.332
15/07/2024,15/07/2024,12.75,17.74,10.1,4.52,1295.6,85.6,2.32,2.718,0.772,3.231,3.332
15/07/2024,16/07/2024,0.75,17.74,10.1,4.52,1295.6,85.6,2.32,2.718,0.772,3.231,3.332
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,1,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,1,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,16/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
16/07/2024,17/07/2024,0.75,19.46,12.56,6.7,1562.6,79.8,1.185,0.896,3.21,2.247,3.287
17/07/2024,17/07/2024,0.75,19.54,11.32,7.62,1370.2,80.6,1.152,1.731,4.278,2.967,3.773
17/07/2024,17/07/2024,1,19.54,11.32,7.62,1370.2,80.6,1.152,1.731,4.278,2.967,3.773
18/07/2024,18/07/2024,1,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,18/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,18/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,18/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,18/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,18/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
18/07/2024,19/07/2024,0.75,18.68,13.54,7.16,1062,88,1.671,0.44,3.772,4.156,2.032
19/07/2024,19/07/2024,1,20.58,13.64,9.18,1411,82.4,0.686,0.413,3.943,2.779,4.759
19/07/2024,19/07/2024,2.75,20.58,13.64,9.18,1411,82.4,0.686,0.413,3.943,2.779,4.759
19/07/2024,19/07/2024,0.75,20.58,13.64,9.18,1411,82.4,0.686,0.413,3.943,2.779,4.759
19/07/2024,19/07/2024,0.75,20.58,13.64,9.18,1411,82.4,0.686,0.413,3.943,2.779,4.759
19/07/2024,19/07/2024,0.75,20.58,13.64,9.18,1411,82.4,0.686,0.413,3.943,2.779,4.759
22/07/2024,22/07/2024,1,19.86,13.62,6.4,1321.6,86.8,0.978,0.419,2.877,3.114,2.677
22/07/2024,22/07/2024,3.75,19.86,13.62,6.4,1321.6,86.8,0.978,0.419,2.877,3.114,2.677
